"sale_date","sale_month","total_sales"
"2021-03-03","2021-03-01 00:00:00+05:30","240"
"2021-03-04","2021-03-01 00:00:00+05:30","261"
"2021-03-05","2021-03-01 00:00:00+05:30","157"
"2021-03-06","2021-03-01 00:00:00+05:30","364"
"2021-03-07","2021-03-01 00:00:00+05:30","231"
"2021-03-09","2021-03-01 00:00:00+05:30","162"
"2021-03-10","2021-03-01 00:00:00+05:30","439"
"2021-03-11","2021-03-01 00:00:00+05:30","251"
"2021-03-13","2021-03-01 00:00:00+05:30","189"
"2021-03-14","2021-03-01 00:00:00+05:30","142"
"2021-03-15","2021-03-01 00:00:00+05:30","334"
"2021-03-16","2021-03-01 00:00:00+05:30","267"
"2021-03-18","2021-03-01 00:00:00+05:30","837"
"2021-03-19","2021-03-01 00:00:00+05:30","240"
"2021-03-21","2021-03-01 00:00:00+05:30","222"
"2021-03-22","2021-03-01 00:00:00+05:30","156"
"2021-03-23","2021-03-01 00:00:00+05:30","104"
"2021-03-24","2021-03-01 00:00:00+05:30","366"
"2021-03-25","2021-03-01 00:00:00+05:30","183"
"2021-03-26","2021-03-01 00:00:00+05:30","130"
"2021-03-27","2021-03-01 00:00:00+05:30","165"
"2021-03-28","2021-03-01 00:00:00+05:30","222"
"2021-03-29","2021-03-01 00:00:00+05:30","173"
"2021-03-30","2021-03-01 00:00:00+05:30","613"
"2021-03-31","2021-03-01 00:00:00+05:30","90"
"2021-04-01","2021-04-01 00:00:00+05:30","148"
"2021-04-02","2021-04-01 00:00:00+05:30","152"
"2021-04-03","2021-04-01 00:00:00+05:30","493"
"2021-04-04","2021-04-01 00:00:00+05:30","374"
"2021-04-05","2021-04-01 00:00:00+05:30","75"
"2021-04-06","2021-04-01 00:00:00+05:30","452"
"2021-04-07","2021-04-01 00:00:00+05:30","387"
"2021-04-08","2021-04-01 00:00:00+05:30","78"
"2021-04-09","2021-04-01 00:00:00+05:30","371"
"2021-04-10","2021-04-01 00:00:00+05:30","134"
"2021-04-11","2021-04-01 00:00:00+05:30","138"
"2021-04-12","2021-04-01 00:00:00+05:30","184"
"2021-04-13","2021-04-01 00:00:00+05:30","277"
"2021-04-16","2021-04-01 00:00:00+05:30","31"
"2021-04-17","2021-04-01 00:00:00+05:30","589"
"2021-04-18","2021-04-01 00:00:00+05:30","339"
"2021-04-19","2021-04-01 00:00:00+05:30","237"
"2021-04-20","2021-04-01 00:00:00+05:30","105"
"2021-04-21","2021-04-01 00:00:00+05:30","375"
"2021-04-22","2021-04-01 00:00:00+05:30","283"
"2021-04-23","2021-04-01 00:00:00+05:30","202"
"2021-04-24","2021-04-01 00:00:00+05:30","269"
"2021-04-25","2021-04-01 00:00:00+05:30","164"
"2021-04-26","2021-04-01 00:00:00+05:30","212"
"2021-04-27","2021-04-01 00:00:00+05:30","89"
"2021-04-28","2021-04-01 00:00:00+05:30","152"
"2021-04-29","2021-04-01 00:00:00+05:30","20"
"2021-04-30","2021-04-01 00:00:00+05:30","48"
"2021-05-01","2021-05-01 00:00:00+05:30","1249"
"2021-05-03","2021-05-01 00:00:00+05:30","411"
"2021-05-04","2021-05-01 00:00:00+05:30","141"
"2021-05-05","2021-05-01 00:00:00+05:30","172"
"2021-05-06","2021-05-01 00:00:00+05:30","120"
"2021-05-07","2021-05-01 00:00:00+05:30","372"
"2021-05-08","2021-05-01 00:00:00+05:30","481"
"2021-05-09","2021-05-01 00:00:00+05:30","647"
"2021-05-10","2021-05-01 00:00:00+05:30","92"
"2021-05-11","2021-05-01 00:00:00+05:30","133"
"2021-05-12","2021-05-01 00:00:00+05:30","396"
"2021-05-13","2021-05-01 00:00:00+05:30","128"
"2021-05-14","2021-05-01 00:00:00+05:30","59"
"2021-05-15","2021-05-01 00:00:00+05:30","202"
"2021-05-16","2021-05-01 00:00:00+05:30","226"
"2021-05-17","2021-05-01 00:00:00+05:30","372"
"2021-05-18","2021-05-01 00:00:00+05:30","369"
"2021-05-19","2021-05-01 00:00:00+05:30","179"
"2021-05-20","2021-05-01 00:00:00+05:30","180"
"2021-05-21","2021-05-01 00:00:00+05:30","52"
"2021-05-22","2021-05-01 00:00:00+05:30","70"
"2021-05-24","2021-05-01 00:00:00+05:30","116"
"2021-05-25","2021-05-01 00:00:00+05:30","90"
"2021-05-26","2021-05-01 00:00:00+05:30","234"
"2021-05-27","2021-05-01 00:00:00+05:30","86"
"2021-05-28","2021-05-01 00:00:00+05:30","99"
"2021-05-30","2021-05-01 00:00:00+05:30","196"
"2021-05-31","2021-05-01 00:00:00+05:30","156"
"2021-06-01","2021-06-01 00:00:00+05:30","254"
"2021-06-02","2021-06-01 00:00:00+05:30","34"
"2021-06-03","2021-06-01 00:00:00+05:30","531"
"2021-06-04","2021-06-01 00:00:00+05:30","123"
"2021-06-05","2021-06-01 00:00:00+05:30","339"
"2021-06-06","2021-06-01 00:00:00+05:30","65"
"2021-06-08","2021-06-01 00:00:00+05:30","146"
"2021-06-09","2021-06-01 00:00:00+05:30","38"
"2021-06-10","2021-06-01 00:00:00+05:30","356"
"2021-06-11","2021-06-01 00:00:00+05:30","138"
"2021-06-12","2021-06-01 00:00:00+05:30","75"
"2021-06-13","2021-06-01 00:00:00+05:30","252"
"2021-06-14","2021-06-01 00:00:00+05:30","40"
"2021-06-15","2021-06-01 00:00:00+05:30","354"
"2021-06-17","2021-06-01 00:00:00+05:30","168"
"2021-06-18","2021-06-01 00:00:00+05:30","378"
"2021-06-19","2021-06-01 00:00:00+05:30","339"
"2021-06-20","2021-06-01 00:00:00+05:30","398"
"2021-06-21","2021-06-01 00:00:00+05:30","184"
"2021-06-22","2021-06-01 00:00:00+05:30","284"
"2021-06-23","2021-06-01 00:00:00+05:30","462"
"2021-06-24","2021-06-01 00:00:00+05:30","71"
"2021-06-25","2021-06-01 00:00:00+05:30","151"
"2021-06-26","2021-06-01 00:00:00+05:30","412"
"2021-06-27","2021-06-01 00:00:00+05:30","89"
"2021-06-28","2021-06-01 00:00:00+05:30","411"
"2021-06-29","2021-06-01 00:00:00+05:30","57"
"2021-06-30","2021-06-01 00:00:00+05:30","246"
"2021-07-01","2021-07-01 00:00:00+05:30","514"
"2021-07-02","2021-07-01 00:00:00+05:30","223"
"2021-07-03","2021-07-01 00:00:00+05:30","756"
"2021-07-04","2021-07-01 00:00:00+05:30","521"
"2021-07-05","2021-07-01 00:00:00+05:30","188"
"2021-07-06","2021-07-01 00:00:00+05:30","167"
"2021-07-07","2021-07-01 00:00:00+05:30","84"
"2021-07-08","2021-07-01 00:00:00+05:30","271"
"2021-07-09","2021-07-01 00:00:00+05:30","266"
"2021-07-10","2021-07-01 00:00:00+05:30","193"
"2021-07-11","2021-07-01 00:00:00+05:30","628"
"2021-07-12","2021-07-01 00:00:00+05:30","248"
"2021-07-13","2021-07-01 00:00:00+05:30","241"
"2021-07-14","2021-07-01 00:00:00+05:30","74"
"2021-07-15","2021-07-01 00:00:00+05:30","45"
"2021-07-16","2021-07-01 00:00:00+05:30","198"
"2021-07-17","2021-07-01 00:00:00+05:30","110"
"2021-07-18","2021-07-01 00:00:00+05:30","46"
"2021-07-19","2021-07-01 00:00:00+05:30","352"
"2021-07-20","2021-07-01 00:00:00+05:30","97"
"2021-07-21","2021-07-01 00:00:00+05:30","106"
"2021-07-22","2021-07-01 00:00:00+05:30","195"
"2021-07-24","2021-07-01 00:00:00+05:30","322"
"2021-07-25","2021-07-01 00:00:00+05:30","146"
"2021-07-26","2021-07-01 00:00:00+05:30","792"
"2021-07-27","2021-07-01 00:00:00+05:30","353"
"2021-07-28","2021-07-01 00:00:00+05:30","151"
"2021-07-30","2021-07-01 00:00:00+05:30","592"
"2021-07-31","2021-07-01 00:00:00+05:30","488"
"2021-08-01","2021-08-01 00:00:00+05:30","745"
"2021-08-02","2021-08-01 00:00:00+05:30","506"
"2021-08-03","2021-08-01 00:00:00+05:30","507"
"2021-08-04","2021-08-01 00:00:00+05:30","292"
"2021-08-05","2021-08-01 00:00:00+05:30","752"
"2021-08-06","2021-08-01 00:00:00+05:30","640"
"2021-08-07","2021-08-01 00:00:00+05:30","453"
"2021-08-08","2021-08-01 00:00:00+05:30","205"
"2021-08-09","2021-08-01 00:00:00+05:30","739"
"2021-08-10","2021-08-01 00:00:00+05:30","492"
"2021-08-11","2021-08-01 00:00:00+05:30","807"
"2021-08-12","2021-08-01 00:00:00+05:30","616"
"2021-08-13","2021-08-01 00:00:00+05:30","807"
"2021-08-14","2021-08-01 00:00:00+05:30","807"
"2021-08-15","2021-08-01 00:00:00+05:30","585"
"2021-08-16","2021-08-01 00:00:00+05:30","576"
"2021-08-17","2021-08-01 00:00:00+05:30","515"
"2021-08-18","2021-08-01 00:00:00+05:30","234"
"2021-08-19","2021-08-01 00:00:00+05:30","385"
"2021-08-20","2021-08-01 00:00:00+05:30","430"
"2021-08-21","2021-08-01 00:00:00+05:30","704"
"2021-08-22","2021-08-01 00:00:00+05:30","527"
"2021-08-23","2021-08-01 00:00:00+05:30","203"
"2021-08-24","2021-08-01 00:00:00+05:30","513"
"2021-08-25","2021-08-01 00:00:00+05:30","610"
"2021-08-26","2021-08-01 00:00:00+05:30","353"
"2021-08-27","2021-08-01 00:00:00+05:30","374"
"2021-08-28","2021-08-01 00:00:00+05:30","243"
"2021-08-29","2021-08-01 00:00:00+05:30","884"
"2021-08-30","2021-08-01 00:00:00+05:30","615"
"2021-08-31","2021-08-01 00:00:00+05:30","564"
"2021-09-01","2021-09-01 00:00:00+05:30","467"
"2021-09-02","2021-09-01 00:00:00+05:30","336"
"2021-09-03","2021-09-01 00:00:00+05:30","347"
"2021-09-04","2021-09-01 00:00:00+05:30","294"
"2021-09-05","2021-09-01 00:00:00+05:30","1111"
"2021-09-06","2021-09-01 00:00:00+05:30","545"
"2021-09-07","2021-09-01 00:00:00+05:30","837"
"2021-09-08","2021-09-01 00:00:00+05:30","660"
"2021-09-09","2021-09-01 00:00:00+05:30","373"
"2021-09-10","2021-09-01 00:00:00+05:30","461"
"2021-09-11","2021-09-01 00:00:00+05:30","376"
"2021-09-12","2021-09-01 00:00:00+05:30","301"
"2021-09-13","2021-09-01 00:00:00+05:30","735"
"2021-09-14","2021-09-01 00:00:00+05:30","589"
"2021-09-15","2021-09-01 00:00:00+05:30","615"
"2021-09-16","2021-09-01 00:00:00+05:30","936"
"2021-09-17","2021-09-01 00:00:00+05:30","923"
"2021-09-18","2021-09-01 00:00:00+05:30","981"
"2021-09-19","2021-09-01 00:00:00+05:30","851"
"2021-09-20","2021-09-01 00:00:00+05:30","579"
"2021-09-21","2021-09-01 00:00:00+05:30","416"
"2021-09-22","2021-09-01 00:00:00+05:30","1017"
"2021-09-23","2021-09-01 00:00:00+05:30","515"
"2021-09-24","2021-09-01 00:00:00+05:30","766"
"2021-09-25","2021-09-01 00:00:00+05:30","100"
"2021-09-26","2021-09-01 00:00:00+05:30","347"
"2021-09-27","2021-09-01 00:00:00+05:30","448"
"2021-09-28","2021-09-01 00:00:00+05:30","421"
"2021-09-29","2021-09-01 00:00:00+05:30","680"
"2021-09-30","2021-09-01 00:00:00+05:30","760"
"2021-10-01","2021-10-01 00:00:00+05:30","2286"
"2021-10-02","2021-10-01 00:00:00+05:30","1212"
"2021-10-03","2021-10-01 00:00:00+05:30","219"
"2021-10-04","2021-10-01 00:00:00+05:30","724"
"2021-10-05","2021-10-01 00:00:00+05:30","472"
"2021-10-06","2021-10-01 00:00:00+05:30","868"
"2021-10-07","2021-10-01 00:00:00+05:30","387"
"2021-10-08","2021-10-01 00:00:00+05:30","330"
"2021-10-09","2021-10-01 00:00:00+05:30","1184"
"2021-10-10","2021-10-01 00:00:00+05:30","701"
"2021-10-11","2021-10-01 00:00:00+05:30","406"
"2021-10-12","2021-10-01 00:00:00+05:30","537"
"2021-10-13","2021-10-01 00:00:00+05:30","255"
"2021-10-14","2021-10-01 00:00:00+05:30","323"
"2021-10-15","2021-10-01 00:00:00+05:30","999"
"2021-10-16","2021-10-01 00:00:00+05:30","105"
"2021-10-17","2021-10-01 00:00:00+05:30","970"
"2021-10-18","2021-10-01 00:00:00+05:30","871"
"2021-10-19","2021-10-01 00:00:00+05:30","464"
"2021-10-20","2021-10-01 00:00:00+05:30","678"
"2021-10-21","2021-10-01 00:00:00+05:30","373"
"2021-10-22","2021-10-01 00:00:00+05:30","653"
"2021-10-23","2021-10-01 00:00:00+05:30","399"
"2021-10-24","2021-10-01 00:00:00+05:30","630"
"2021-10-25","2021-10-01 00:00:00+05:30","726"
"2021-10-26","2021-10-01 00:00:00+05:30","557"
"2021-10-27","2021-10-01 00:00:00+05:30","1171"
"2021-10-28","2021-10-01 00:00:00+05:30","791"
"2021-10-29","2021-10-01 00:00:00+05:30","809"
"2021-10-30","2021-10-01 00:00:00+05:30","362"
"2021-10-31","2021-10-01 00:00:00+05:30","331"
"2021-11-01","2021-11-01 00:00:00+05:30","1930"
"2021-11-02","2021-11-01 00:00:00+05:30","1652"
"2021-11-03","2021-11-01 00:00:00+05:30","1938"
"2021-11-04","2021-11-01 00:00:00+05:30","1448"
"2021-11-05","2021-11-01 00:00:00+05:30","2423"
"2021-11-06","2021-11-01 00:00:00+05:30","1888"
"2021-11-07","2021-11-01 00:00:00+05:30","2413"
"2021-11-08","2021-11-01 00:00:00+05:30","2043"
"2021-11-09","2021-11-01 00:00:00+05:30","1755"
"2021-11-10","2021-11-01 00:00:00+05:30","2660"
"2021-11-11","2021-11-01 00:00:00+05:30","2320"
"2021-11-12","2021-11-01 00:00:00+05:30","809"
"2021-11-13","2021-11-01 00:00:00+05:30","2127"
"2021-11-14","2021-11-01 00:00:00+05:30","1977"
"2021-11-15","2021-11-01 00:00:00+05:30","1259"
"2021-11-16","2021-11-01 00:00:00+05:30","2049"
"2021-11-17","2021-11-01 00:00:00+05:30","2290"
"2021-11-18","2021-11-01 00:00:00+05:30","2062"
"2021-11-19","2021-11-01 00:00:00+05:30","2488"
"2021-11-20","2021-11-01 00:00:00+05:30","2240"
"2021-11-21","2021-11-01 00:00:00+05:30","1456"
"2021-11-22","2021-11-01 00:00:00+05:30","1714"
"2021-11-23","2021-11-01 00:00:00+05:30","1643"
"2021-11-24","2021-11-01 00:00:00+05:30","1227"
"2021-11-25","2021-11-01 00:00:00+05:30","3507"
"2021-11-26","2021-11-01 00:00:00+05:30","1257"
"2021-11-27","2021-11-01 00:00:00+05:30","2150"
"2021-11-28","2021-11-01 00:00:00+05:30","2201"
"2021-11-29","2021-11-01 00:00:00+05:30","2175"
"2021-11-30","2021-11-01 00:00:00+05:30","2527"
"2021-12-01","2021-12-01 00:00:00+05:30","4547"
"2021-12-02","2021-12-01 00:00:00+05:30","2086"
"2021-12-03","2021-12-01 00:00:00+05:30","2101"
"2021-12-04","2021-12-01 00:00:00+05:30","1903"
"2021-12-05","2021-12-01 00:00:00+05:30","2347"
"2021-12-06","2021-12-01 00:00:00+05:30","2740"
"2021-12-07","2021-12-01 00:00:00+05:30","1157"
"2021-12-08","2021-12-01 00:00:00+05:30","2041"
"2021-12-09","2021-12-01 00:00:00+05:30","1651"
"2021-12-10","2021-12-01 00:00:00+05:30","1542"
"2021-12-11","2021-12-01 00:00:00+05:30","2182"
"2021-12-12","2021-12-01 00:00:00+05:30","1179"
"2021-12-13","2021-12-01 00:00:00+05:30","1722"
"2021-12-14","2021-12-01 00:00:00+05:30","2346"
"2021-12-15","2021-12-01 00:00:00+05:30","1781"
"2021-12-16","2021-12-01 00:00:00+05:30","2278"
"2021-12-17","2021-12-01 00:00:00+05:30","1668"
"2021-12-18","2021-12-01 00:00:00+05:30","2383"
"2021-12-19","2021-12-01 00:00:00+05:30","3662"
"2021-12-20","2021-12-01 00:00:00+05:30","1526"
"2021-12-21","2021-12-01 00:00:00+05:30","1381"
"2021-12-22","2021-12-01 00:00:00+05:30","1926"
"2021-12-23","2021-12-01 00:00:00+05:30","2105"
"2021-12-24","2021-12-01 00:00:00+05:30","1209"
"2021-12-25","2021-12-01 00:00:00+05:30","3052"
"2021-12-26","2021-12-01 00:00:00+05:30","3035"
"2021-12-27","2021-12-01 00:00:00+05:30","3037"
"2021-12-28","2021-12-01 00:00:00+05:30","2246"
"2021-12-29","2021-12-01 00:00:00+05:30","2187"
"2021-12-30","2021-12-01 00:00:00+05:30","1236"
"2021-12-31","2021-12-01 00:00:00+05:30","2674"
"2022-01-03","2022-01-01 00:00:00+05:30","354"
"2022-01-04","2022-01-01 00:00:00+05:30","466"
"2022-01-05","2022-01-01 00:00:00+05:30","125"
"2022-01-06","2022-01-01 00:00:00+05:30","47"
"2022-01-08","2022-01-01 00:00:00+05:30","340"
"2022-01-09","2022-01-01 00:00:00+05:30","166"
"2022-01-10","2022-01-01 00:00:00+05:30","165"
"2022-01-11","2022-01-01 00:00:00+05:30","117"
"2022-01-12","2022-01-01 00:00:00+05:30","96"
"2022-01-13","2022-01-01 00:00:00+05:30","208"
"2022-01-14","2022-01-01 00:00:00+05:30","325"
"2022-01-15","2022-01-01 00:00:00+05:30","171"
"2022-01-17","2022-01-01 00:00:00+05:30","302"
"2022-01-18","2022-01-01 00:00:00+05:30","390"
"2022-01-19","2022-01-01 00:00:00+05:30","168"
"2022-01-20","2022-01-01 00:00:00+05:30","76"
"2022-01-21","2022-01-01 00:00:00+05:30","66"
"2022-01-22","2022-01-01 00:00:00+05:30","573"
"2022-01-23","2022-01-01 00:00:00+05:30","229"
"2022-01-25","2022-01-01 00:00:00+05:30","424"
"2022-01-26","2022-01-01 00:00:00+05:30","222"
"2022-01-27","2022-01-01 00:00:00+05:30","154"
"2022-01-28","2022-01-01 00:00:00+05:30","144"
"2022-01-29","2022-01-01 00:00:00+05:30","105"
"2022-01-30","2022-01-01 00:00:00+05:30","246"
"2022-02-01","2022-02-01 00:00:00+05:30","493"
"2022-02-02","2022-02-01 00:00:00+05:30","533"
"2022-02-04","2022-02-01 00:00:00+05:30","192"
"2022-02-05","2022-02-01 00:00:00+05:30","93"
"2022-02-06","2022-02-01 00:00:00+05:30","211"
"2022-02-07","2022-02-01 00:00:00+05:30","573"
"2022-02-08","2022-02-01 00:00:00+05:30","785"
"2022-02-09","2022-02-01 00:00:00+05:30","164"
"2022-02-10","2022-02-01 00:00:00+05:30","90"
"2022-02-11","2022-02-01 00:00:00+05:30","298"
"2022-02-12","2022-02-01 00:00:00+05:30","238"
"2022-02-13","2022-02-01 00:00:00+05:30","207"
"2022-02-14","2022-02-01 00:00:00+05:30","388"
"2022-02-15","2022-02-01 00:00:00+05:30","431"
"2022-02-16","2022-02-01 00:00:00+05:30","163"
"2022-02-17","2022-02-01 00:00:00+05:30","377"
"2022-02-18","2022-02-01 00:00:00+05:30","48"
"2022-02-19","2022-02-01 00:00:00+05:30","629"
"2022-02-20","2022-02-01 00:00:00+05:30","414"
"2022-02-21","2022-02-01 00:00:00+05:30","156"
"2022-02-22","2022-02-01 00:00:00+05:30","114"
"2022-02-23","2022-02-01 00:00:00+05:30","94"
"2022-02-24","2022-02-01 00:00:00+05:30","408"
"2022-02-25","2022-02-01 00:00:00+05:30","291"
"2022-02-26","2022-02-01 00:00:00+05:30","264"
"2022-02-27","2022-02-01 00:00:00+05:30","243"
"2022-02-28","2022-02-01 00:00:00+05:30","579"
"2022-03-01","2022-03-01 00:00:00+05:30","1012"
"2022-03-02","2022-03-01 00:00:00+05:30","324"
"2022-03-03","2022-03-01 00:00:00+05:30","370"
"2022-03-04","2022-03-01 00:00:00+05:30","133"
"2022-03-05","2022-03-01 00:00:00+05:30","56"
"2022-03-06","2022-03-01 00:00:00+05:30","355"
"2022-03-07","2022-03-01 00:00:00+05:30","154"
"2022-03-08","2022-03-01 00:00:00+05:30","60"
"2022-03-09","2022-03-01 00:00:00+05:30","163"
"2022-03-10","2022-03-01 00:00:00+05:30","172"
"2022-03-11","2022-03-01 00:00:00+05:30","80"
"2022-03-12","2022-03-01 00:00:00+05:30","102"
"2022-03-13","2022-03-01 00:00:00+05:30","605"
"2022-03-14","2022-03-01 00:00:00+05:30","72"
"2022-03-15","2022-03-01 00:00:00+05:30","129"
"2022-03-16","2022-03-01 00:00:00+05:30","24"
"2022-03-17","2022-03-01 00:00:00+05:30","155"
"2022-03-18","2022-03-01 00:00:00+05:30","321"
"2022-03-19","2022-03-01 00:00:00+05:30","756"
"2022-03-20","2022-03-01 00:00:00+05:30","62"
"2022-03-22","2022-03-01 00:00:00+05:30","346"
"2022-03-23","2022-03-01 00:00:00+05:30","402"
"2022-03-26","2022-03-01 00:00:00+05:30","72"
"2022-03-27","2022-03-01 00:00:00+05:30","283"
"2022-03-28","2022-03-01 00:00:00+05:30","135"
"2022-03-29","2022-03-01 00:00:00+05:30","47"
"2022-03-30","2022-03-01 00:00:00+05:30","672"
"2022-03-31","2022-03-01 00:00:00+05:30","46"
"2022-04-01","2022-04-01 00:00:00+05:30","83"
"2022-04-02","2022-04-01 00:00:00+05:30","153"
"2022-04-03","2022-04-01 00:00:00+05:30","201"
"2022-04-04","2022-04-01 00:00:00+05:30","72"
"2022-04-05","2022-04-01 00:00:00+05:30","261"
"2022-04-06","2022-04-01 00:00:00+05:30","246"
"2022-04-07","2022-04-01 00:00:00+05:30","206"
"2022-04-08","2022-04-01 00:00:00+05:30","35"
"2022-04-09","2022-04-01 00:00:00+05:30","414"
"2022-04-10","2022-04-01 00:00:00+05:30","329"
"2022-04-11","2022-04-01 00:00:00+05:30","95"
"2022-04-12","2022-04-01 00:00:00+05:30","85"
"2022-04-14","2022-04-01 00:00:00+05:30","129"
"2022-04-15","2022-04-01 00:00:00+05:30","309"
"2022-04-16","2022-04-01 00:00:00+05:30","104"
"2022-04-17","2022-04-01 00:00:00+05:30","123"
"2022-04-18","2022-04-01 00:00:00+05:30","23"
"2022-04-19","2022-04-01 00:00:00+05:30","99"
"2022-04-20","2022-04-01 00:00:00+05:30","165"
"2022-04-21","2022-04-01 00:00:00+05:30","377"
"2022-04-22","2022-04-01 00:00:00+05:30","150"
"2022-04-23","2022-04-01 00:00:00+05:30","445"
"2022-04-24","2022-04-01 00:00:00+05:30","17"
"2022-04-26","2022-04-01 00:00:00+05:30","678"
"2022-04-27","2022-04-01 00:00:00+05:30","112"
"2022-04-28","2022-04-01 00:00:00+05:30","61"
"2022-04-29","2022-04-01 00:00:00+05:30","397"
"2022-04-30","2022-04-01 00:00:00+05:30","224"
"2022-05-01","2022-05-01 00:00:00+05:30","221"
"2022-05-02","2022-05-01 00:00:00+05:30","561"
"2022-05-03","2022-05-01 00:00:00+05:30","419"
"2022-05-06","2022-05-01 00:00:00+05:30","289"
"2022-05-07","2022-05-01 00:00:00+05:30","63"
"2022-05-08","2022-05-01 00:00:00+05:30","154"
"2022-05-09","2022-05-01 00:00:00+05:30","317"
"2022-05-10","2022-05-01 00:00:00+05:30","165"
"2022-05-11","2022-05-01 00:00:00+05:30","17"
"2022-05-12","2022-05-01 00:00:00+05:30","178"
"2022-05-13","2022-05-01 00:00:00+05:30","252"
"2022-05-14","2022-05-01 00:00:00+05:30","608"
"2022-05-15","2022-05-01 00:00:00+05:30","390"
"2022-05-16","2022-05-01 00:00:00+05:30","140"
"2022-05-17","2022-05-01 00:00:00+05:30","140"
"2022-05-18","2022-05-01 00:00:00+05:30","457"
"2022-05-19","2022-05-01 00:00:00+05:30","208"
"2022-05-20","2022-05-01 00:00:00+05:30","52"
"2022-05-21","2022-05-01 00:00:00+05:30","170"
"2022-05-22","2022-05-01 00:00:00+05:30","643"
"2022-05-23","2022-05-01 00:00:00+05:30","313"
"2022-05-24","2022-05-01 00:00:00+05:30","46"
"2022-05-26","2022-05-01 00:00:00+05:30","174"
"2022-05-27","2022-05-01 00:00:00+05:30","288"
"2022-05-28","2022-05-01 00:00:00+05:30","237"
"2022-05-29","2022-05-01 00:00:00+05:30","132"
"2022-05-30","2022-05-01 00:00:00+05:30","788"
"2022-05-31","2022-05-01 00:00:00+05:30","367"
"2022-06-01","2022-06-01 00:00:00+05:30","126"
"2022-06-02","2022-06-01 00:00:00+05:30","339"
"2022-06-03","2022-06-01 00:00:00+05:30","189"
"2022-06-04","2022-06-01 00:00:00+05:30","155"
"2022-06-05","2022-06-01 00:00:00+05:30","66"
"2022-06-06","2022-06-01 00:00:00+05:30","367"
"2022-06-07","2022-06-01 00:00:00+05:30","18"
"2022-06-08","2022-06-01 00:00:00+05:30","201"
"2022-06-09","2022-06-01 00:00:00+05:30","220"
"2022-06-10","2022-06-01 00:00:00+05:30","246"
"2022-06-11","2022-06-01 00:00:00+05:30","312"
"2022-06-12","2022-06-01 00:00:00+05:30","108"
"2022-06-14","2022-06-01 00:00:00+05:30","231"
"2022-06-15","2022-06-01 00:00:00+05:30","162"
"2022-06-16","2022-06-01 00:00:00+05:30","108"
"2022-06-17","2022-06-01 00:00:00+05:30","456"
"2022-06-19","2022-06-01 00:00:00+05:30","283"
"2022-06-20","2022-06-01 00:00:00+05:30","240"
"2022-06-21","2022-06-01 00:00:00+05:30","288"
"2022-06-22","2022-06-01 00:00:00+05:30","200"
"2022-06-23","2022-06-01 00:00:00+05:30","273"
"2022-06-24","2022-06-01 00:00:00+05:30","147"
"2022-06-25","2022-06-01 00:00:00+05:30","409"
"2022-06-26","2022-06-01 00:00:00+05:30","258"
"2022-06-27","2022-06-01 00:00:00+05:30","347"
"2022-06-28","2022-06-01 00:00:00+05:30","212"
"2022-06-29","2022-06-01 00:00:00+05:30","215"
"2022-06-30","2022-06-01 00:00:00+05:30","180"
"2022-07-01","2022-07-01 00:00:00+05:30","270"
"2022-07-02","2022-07-01 00:00:00+05:30","478"
"2022-07-03","2022-07-01 00:00:00+05:30","129"
"2022-07-04","2022-07-01 00:00:00+05:30","57"
"2022-07-06","2022-07-01 00:00:00+05:30","206"
"2022-07-07","2022-07-01 00:00:00+05:30","125"
"2022-07-08","2022-07-01 00:00:00+05:30","95"
"2022-07-09","2022-07-01 00:00:00+05:30","266"
"2022-07-10","2022-07-01 00:00:00+05:30","299"
"2022-07-11","2022-07-01 00:00:00+05:30","363"
"2022-07-12","2022-07-01 00:00:00+05:30","170"
"2022-07-13","2022-07-01 00:00:00+05:30","117"
"2022-07-14","2022-07-01 00:00:00+05:30","197"
"2022-07-15","2022-07-01 00:00:00+05:30","438"
"2022-07-16","2022-07-01 00:00:00+05:30","235"
"2022-07-17","2022-07-01 00:00:00+05:30","162"
"2022-07-18","2022-07-01 00:00:00+05:30","201"
"2022-07-19","2022-07-01 00:00:00+05:30","399"
"2022-07-20","2022-07-01 00:00:00+05:30","329"
"2022-07-21","2022-07-01 00:00:00+05:30","474"
"2022-07-22","2022-07-01 00:00:00+05:30","165"
"2022-07-23","2022-07-01 00:00:00+05:30","448"
"2022-07-24","2022-07-01 00:00:00+05:30","187"
"2022-07-25","2022-07-01 00:00:00+05:30","58"
"2022-07-27","2022-07-01 00:00:00+05:30","192"
"2022-07-28","2022-07-01 00:00:00+05:30","188"
"2022-07-29","2022-07-01 00:00:00+05:30","234"
"2022-07-30","2022-07-01 00:00:00+05:30","331"
"2022-07-31","2022-07-01 00:00:00+05:30","82"
"2022-08-01","2022-08-01 00:00:00+05:30","854"
"2022-08-02","2022-08-01 00:00:00+05:30","1198"
"2022-08-03","2022-08-01 00:00:00+05:30","349"
"2022-08-04","2022-08-01 00:00:00+05:30","883"
"2022-08-05","2022-08-01 00:00:00+05:30","354"
"2022-08-06","2022-08-01 00:00:00+05:30","335"
"2022-08-07","2022-08-01 00:00:00+05:30","572"
"2022-08-08","2022-08-01 00:00:00+05:30","222"
"2022-08-09","2022-08-01 00:00:00+05:30","522"
"2022-08-10","2022-08-01 00:00:00+05:30","257"
"2022-08-11","2022-08-01 00:00:00+05:30","399"
"2022-08-12","2022-08-01 00:00:00+05:30","166"
